JD,UT Date,Camera,FWHM,Limit,Mag,Mag Error,flux(mJy),flux_err,Filter
2459737.586,2022-06-07.0833210,bH,1.41,16.72,15.314,0.06,2.721,0.149,g
2459737.588,2022-06-07.0846093,bH,1.39,16.521,15.34,0.074,2.653,0.179,g
2459738.868,2022-06-08.3652851,bt,1.47,16.851,15.355,0.055,2.619,0.132,g
2459738.87,2022-06-08.3665349,bt,1.49,16.894,15.274,0.049,2.822,0.127,g
2459738.871,2022-06-08.3677637,bt,1.52,16.894,15.31,0.051,2.727,0.127,g
2459739.391,2022-06-08.8881895,bp,1.57,15.965,15.241,0.112,2.907,0.299,g
2459739.393,2022-06-08.8894266,bp,1.56,15.965,15.45,0.136,2.399,0.299,g
2459739.394,2022-06-08.8906696,bp,1.55,15.964,15.31,0.12,2.73,0.299,g
2459740.301,2022-06-09.7975012,bo,1.42,15.57,15.169,0.151,3.11,0.43,g
2459740.302,2022-06-09.7987403,bo,1.48,15.698,15.143,0.132,3.181,0.382,g
2459740.303,2022-06-09.7999798,bo,1.39,15.571,14.965,0.125,3.748,0.429,g
2459740.574,2022-06-10.0708898,bG,1.58,15.805,15.166,0.122,3.115,0.346,g
2459740.575,2022-06-10.0721748,bG,1.43,14.497,>14.497,99.99,1.721,1.154,g
2459740.577,2022-06-10.0734607,bG,1.49,14.729,>14.729,99.99,4.353,0.933,g
2459740.87,2022-06-10.3666251,bt,1.49,16.671,15.271,0.06,2.831,0.156,g
2459740.871,2022-06-10.3678679,bt,1.49,16.88,15.439,0.058,2.422,0.129,g
2459740.872,2022-06-10.3691460,bt,1.47,16.796,15.297,0.055,2.761,0.139,g
2459741.483,2022-06-10.9795393,bp,1.63,15.152,>15.152,99.99,1.422,0.632,g
2459741.484,2022-06-10.9807939,bp,1.65,15.02,>15.020,99.99,2.233,0.713,g
2459741.485,2022-06-10.9823160,bp,1.59,14.818,>14.818,99.99,3.334,0.861,g
2459741.845,2022-06-11.3419497,bs,1.5,16.153,15.157,0.088,3.142,0.251,g
2459741.846,2022-06-11.3431844,bs,1.52,16.135,15.323,0.104,2.697,0.255,g
2459741.847,2022-06-11.3444215,bs,1.47,16.268,15.186,0.081,3.059,0.226,g
2459743.58,2022-06-13.0770422,bG,1.62,15.59,15.05,0.133,3.47,0.422,g
2459743.581,2022-06-13.0783528,bG,1.69,15.448,>15.448,99.99,1.894,0.481,g
2459743.583,2022-06-13.0796513,bG,1.65,15.469,14.924,0.133,3.895,0.472,g
2459743.728,2022-06-13.2250927,bt,1.48,15.969,15.316,0.12,2.714,0.298,g
2459743.729,2022-06-13.2263261,bt,1.6,15.995,15.232,0.109,2.933,0.291,g
2459743.73,2022-06-13.2275692,bt,1.53,16.042,15.426,0.124,2.454,0.278,g
2459746.546,2022-06-16.0435729,bH,1.54,15.67,15.219,0.145,2.968,0.392,g
2459746.548,2022-06-16.0448718,bH,1.62,15.615,>15.615,99.99,1.854,0.412,g
2459746.549,2022-06-16.0461609,bH,1.58,15.685,14.828,0.1,4.254,0.387,g
2459746.74,2022-06-16.2369607,bs,1.55,16.267,15.285,0.089,2.794,0.226,g
2459746.741,2022-06-16.2382048,bs,1.42,16.314,15.43,0.097,2.444,0.217,g
2459746.742,2022-06-16.2394326,bs,1.48,16.478,15.405,0.082,2.5,0.186,g
2459746.778,2022-06-16.2752680,bs,1.45,16.363,15.176,0.073,3.09,0.207,g
2459746.779,2022-06-16.2765171,bs,1.53,16.255,15.389,0.099,2.539,0.229,g
2459746.781,2022-06-16.2777613,bs,1.47,16.279,15.64,0.122,2.015,0.224,g
2459746.808,2022-06-16.3057123,bs,1.46,16.139,15.316,0.103,2.713,0.255,g
2459746.81,2022-06-16.3069659,bs,1.61,16.284,15.171,0.079,3.102,0.223,g
2459746.811,2022-06-16.3081982,bs,1.58,16.212,15.478,0.111,2.337,0.238,g
2459749.818,2022-06-19.3149628,bs,1.45,16.689,15.391,0.066,2.532,0.153,g
2459749.819,2022-06-19.3161903,bs,1.47,16.717,15.251,0.057,2.883,0.15,g
2459749.82,2022-06-19.3174254,bs,1.45,16.583,15.383,0.072,2.551,0.169,g
2459749.856,2022-06-19.3529387,bt,1.59,16.492,15.242,0.069,2.907,0.184,g
2459749.857,2022-06-19.3541793,bt,1.63,16.506,15.279,0.071,2.808,0.182,g
2459749.858,2022-06-19.3554199,bt,1.57,16.44,15.343,0.08,2.648,0.193,g
2459750.663,2022-06-20.1603028,bl,1.53,16.352,15.453,0.096,2.392,0.21,g
2459750.664,2022-06-20.1615376,bl,1.53,16.323,15.267,0.083,2.839,0.215,g
2459750.665,2022-06-20.1627831,bl,1.47,16.392,15.511,0.097,2.268,0.202,g
2459750.682,2022-06-20.1796164,bk,1.61,99.99,99.99,99.99,99.99,99.99,g
2459750.683,2022-06-20.1808523,bk,1.79,99.99,99.99,99.99,99.99,99.99,g
2459750.685,2022-06-20.1820932,bk,1.97,99.99,99.99,99.99,99.99,99.99,g
2459751.648,2022-06-21.1458244,bH,1.54,99.99,99.99,99.99,99.99,99.99,g
2459751.65,2022-06-21.1471179,bH,1.69,99.99,99.99,99.99,99.99,99.99,g
2459751.651,2022-06-21.1484090,bH,1.47,16.206,15.416,0.106,2.475,0.24,g
2459751.681,2022-06-21.1784743,bl,1.47,99.99,99.99,99.99,99.99,99.99,g
2459751.7,2022-06-21.1971476,bH,1.52,99.99,99.99,99.99,99.99,99.99,g
2459751.701,2022-06-21.1984482,bH,1.44,99.99,99.99,99.99,99.99,99.99,g
2459751.702,2022-06-21.1997483,bH,1.47,13.77,>13.770,99.99,2.303,2.255,g
2459752.864,2022-06-22.3614596,bt,1.59,16.241,15.267,0.089,2.841,0.232,g
2459752.865,2022-06-22.3626921,bt,1.59,16.271,15.295,0.089,2.767,0.226,g
2459752.866,2022-06-22.3639217,bt,1.53,16.29,15.482,0.104,2.328,0.222,g
2459754.922,2022-06-24.4200322,bC,1.57,17.166,15.293,0.039,2.774,0.099,g
2459754.924,2022-06-24.4212824,bC,1.51,17.229,15.328,0.038,2.685,0.093,g
2459754.925,2022-06-24.4225396,bC,1.54,17.231,15.319,0.038,2.705,0.093,g
2459755.804,2022-06-25.3018494,bt,1.46,16.933,15.192,0.044,3.043,0.123,g
2459755.805,2022-06-25.3030877,bt,1.45,16.951,15.267,0.046,2.841,0.121,g
2459755.807,2022-06-25.3043189,bt,1.48,16.907,15.293,0.049,2.772,0.126,g
2459755.856,2022-06-25.3541252,bt,1.55,16.831,15.339,0.055,2.658,0.135,g
2459755.858,2022-06-25.3553634,bt,1.58,16.856,15.258,0.05,2.861,0.132,g
2459755.859,2022-06-25.3566009,bt,1.59,16.839,15.308,0.053,2.734,0.134,g
2459756.741,2022-06-26.2385384,bs,1.47,17.17,15.341,0.04,2.652,0.099,g
2459756.742,2022-06-26.2397767,bs,1.49,17.138,15.304,0.04,2.745,0.102,g
2459756.743,2022-06-26.2410053,bs,1.46,17.111,15.35,0.043,2.632,0.104,g
2459758.789,2022-06-28.2868708,bs,1.46,16.997,15.317,0.046,2.711,0.116,g
2459758.79,2022-06-28.2881065,bs,1.44,16.975,15.332,0.048,2.675,0.118,g
2459758.791,2022-06-28.2893424,bs,1.45,17.082,15.37,0.045,2.582,0.107,g
2459758.906,2022-06-28.4041839,bD,1.54,16.979,15.385,0.05,2.546,0.117,g
2459758.908,2022-06-28.4054122,bD,1.58,17.056,15.282,0.043,2.801,0.109,g
2459758.909,2022-06-28.4066667,bD,1.57,17.176,15.298,0.039,2.76,0.098,g
2459759.433,2022-06-28.9306458,bp,1.62,16.478,15.48,0.087,2.334,0.187,g
2459759.434,2022-06-28.9318864,bp,1.62,16.362,15.312,0.084,2.724,0.209,g
2459759.435,2022-06-28.9331414,bp,1.67,16.385,15.518,0.099,2.254,0.205,g
2459760.513,2022-06-30.0113626,bG,1.46,16.593,15.379,0.071,2.561,0.168,g
2459760.515,2022-06-30.0126553,bG,1.46,16.607,15.344,0.068,2.645,0.165,g
2459760.516,2022-06-30.0139290,bG,1.45,16.646,15.272,0.062,2.825,0.16,g
2459760.597,2022-06-30.0947665,bl,1.65,16.766,15.483,0.067,2.327,0.143,g
2459760.598,2022-06-30.0960270,bl,1.65,16.787,15.252,0.053,2.879,0.14,g
2459760.599,2022-06-30.0972663,bl,1.74,16.727,15.283,0.058,2.799,0.148,g
2459761.779,2022-07-01.2769041,bs,1.4,17.038,15.326,0.045,2.688,0.111,g
2459761.78,2022-07-01.2781410,bs,1.42,17.108,15.331,0.042,2.677,0.104,g
2459761.781,2022-07-01.2793703,bs,1.44,17.072,15.31,0.043,2.728,0.108,g
2459762.801,2022-07-02.2991428,bt,1.47,16.948,15.339,0.05,2.656,0.121,g
2459762.802,2022-07-02.3003601,bt,1.48,16.88,15.368,0.054,2.587,0.129,g
2459762.804,2022-07-02.3015900,bt,1.48,16.911,15.356,0.052,2.616,0.125,g
2459763.793,2022-07-03.2914026,bs,1.45,17.043,15.334,0.045,2.67,0.111,g
2459763.795,2022-07-03.2926430,bs,1.43,17.052,15.293,0.043,2.774,0.11,g
2459763.796,2022-07-03.2938693,bs,1.43,17.013,15.33,0.046,2.679,0.114,g
2459765.316,2022-07-04.8142535,bp,1.47,16.501,15.317,0.074,2.711,0.182,g
2459765.317,2022-07-04.8155104,bp,1.5,16.543,15.359,0.073,2.609,0.175,g
2459765.319,2022-07-04.8167601,bp,1.48,16.545,15.194,0.063,3.036,0.175,g
2459765.738,2022-07-05.2367112,bs,1.65,16.959,15.347,0.05,2.637,0.12,g
2459765.74,2022-07-05.2379508,bs,1.62,17.031,15.376,0.048,2.568,0.112,g
2459765.741,2022-07-05.2391927,bs,1.7,17.041,15.258,0.042,2.865,0.111,g
2459767.825,2022-07-07.3234429,bt,1.44,16.896,15.304,0.05,2.744,0.127,g
2459767.826,2022-07-07.3246952,bt,1.46,16.93,15.305,0.049,2.741,0.123,g
2459767.828,2022-07-07.3259335,bt,1.47,16.833,15.263,0.051,2.849,0.135,g
2459768.28,2022-07-07.7783921,bo,1.54,15.924,15.465,0.143,2.366,0.31,g
2459768.281,2022-07-07.7796293,bo,1.53,15.814,15.318,0.139,2.707,0.343,g
2459768.282,2022-07-07.7808792,bo,1.44,15.981,15.307,0.118,2.737,0.294,g
2459768.288,2022-07-07.7860269,bo,1.51,15.987,15.523,0.143,2.243,0.293,g
2459768.289,2022-07-07.7872627,bo,1.48,15.847,15.112,0.111,3.274,0.333,g
2459768.29,2022-07-07.7884953,bo,1.44,16.041,15.684,0.158,1.935,0.278,g
2459768.401,2022-07-07.8994660,bp,1.54,15.909,15.468,0.146,2.359,0.314,g
2459768.402,2022-07-07.9006952,bp,1.54,15.668,15.254,0.15,2.874,0.393,g
2459768.404,2022-07-07.9019347,bp,1.55,15.846,15.204,0.121,3.009,0.334,g
2459769.382,2022-07-08.8800570,bo,1.56,15.439,15.036,0.151,3.514,0.485,g
2459769.383,2022-07-08.8813236,bo,1.56,15.366,>15.366,99.99,1.843,0.518,g
2459769.384,2022-07-08.8825562,bo,1.59,15.416,15.327,0.202,2.687,0.495,g
2459769.796,2022-07-09.2949128,bt,1.46,16.449,15.286,0.075,2.79,0.192,g
2459769.798,2022-07-09.2961400,bt,1.45,16.438,15.145,0.067,3.177,0.194,g
2459769.799,2022-07-09.2973444,bt,1.47,16.353,15.482,0.098,2.33,0.209,g
2459770.736,2022-07-10.2340785,bs,1.4,16.032,15.493,0.134,2.307,0.281,g
2459770.737,2022-07-10.2353098,bs,1.53,15.909,15.114,0.105,3.27,0.315,g
2459770.738,2022-07-10.2365271,bs,1.52,15.936,15.698,0.176,1.909,0.307,g
2459771.758,2022-07-11.2561996,bt,1.68,15.809,15.65,0.189,1.995,0.345,g
2459771.759,2022-07-11.2574300,bt,1.51,15.828,15.294,0.134,2.771,0.339,g
2459771.76,2022-07-11.2586600,bt,1.53,15.825,15.162,0.119,3.126,0.34,g
2459772.627,2022-07-12.1257824,bk,1.6,15.516,14.971,0.133,3.728,0.452,g
2459772.628,2022-07-12.1270228,bk,1.5,15.589,15.237,0.159,2.919,0.422,g
2459772.63,2022-07-12.1282633,bk,1.6,15.518,15.37,0.192,2.58,0.451,g
2459772.63,2022-07-12.1286218,bG,1.57,15.48,15.287,0.183,2.788,0.467,g
2459772.631,2022-07-12.1299185,bG,1.47,15.469,>15.469,99.99,1.661,0.472,g
2459772.633,2022-07-12.1312081,bG,1.5,15.305,>15.305,99.99,2.443,0.548,g
2459773.537,2022-07-13.0361663,bl,1.61,15.407,15.388,0.215,2.539,0.499,g
2459773.539,2022-07-13.0374192,bl,1.52,15.452,15.074,0.155,3.392,0.479,g
2459773.54,2022-07-13.0386578,bl,1.7,15.483,15.448,0.212,2.404,0.466,g
2459775.866,2022-07-15.3647668,bC,1.55,16.362,15.408,0.091,2.494,0.207,g
2459775.867,2022-07-15.3660332,bC,1.65,16.338,15.259,0.081,2.859,0.212,g
2459775.868,2022-07-15.3672959,bC,1.66,16.522,15.398,0.078,2.516,0.179,g
2459776.281,2022-07-15.7800120,bp,1.59,15.029,>15.029,99.99,2.29,0.707,g
2459776.282,2022-07-15.7812480,bp,1.47,15.207,>15.207,99.99,2.332,0.601,g
2459776.284,2022-07-15.7824899,bp,1.52,14.925,>14.925,99.99,0.927,0.778,g
2459776.775,2022-07-16.2736837,bt,1.5,16.476,15.368,0.079,2.586,0.187,g
2459776.776,2022-07-16.2749230,bt,1.56,16.358,15.204,0.076,3.008,0.208,g
2459776.777,2022-07-16.2761598,bt,1.56,16.309,15.364,0.092,2.598,0.218,g
2459777.752,2022-07-17.2507459,bs,1.44,16.578,15.422,0.076,2.462,0.17,g
2459777.753,2022-07-17.2519876,bs,1.44,16.594,15.259,0.064,2.861,0.168,g
2459777.754,2022-07-17.2532268,bs,1.48,16.661,15.424,0.07,2.458,0.157,g
2459777.767,2022-07-17.2658072,bt,1.53,16.498,15.275,0.071,2.82,0.183,g
2459777.768,2022-07-17.2670501,bt,1.49,16.47,15.412,0.083,2.484,0.188,g
2459777.769,2022-07-17.2682839,bt,1.5,16.491,15.379,0.079,2.561,0.184,g
2459779.73,2022-07-19.2290218,bs,1.48,17.173,15.395,0.042,2.525,0.098,g
2459779.731,2022-07-19.2302645,bs,1.45,17.091,15.292,0.042,2.776,0.106,g
2459779.732,2022-07-19.2314734,bs,1.46,17.157,15.259,0.038,2.858,0.1,g
2459780.74,2022-07-20.2394944,bs,1.49,17.04,15.331,0.045,2.677,0.111,g
2459780.742,2022-07-20.2407379,bs,1.5,17.03,15.31,0.045,2.728,0.112,g
2459780.743,2022-07-20.2419818,bs,1.51,17.114,15.41,0.045,2.489,0.104,g
2459781.727,2022-07-21.2262038,bs,1.43,17.024,15.314,0.045,2.719,0.113,g
2459781.728,2022-07-21.2274331,bs,1.45,17.108,15.329,0.042,2.681,0.104,g
2459781.729,2022-07-21.2286697,bs,1.45,17.083,15.321,0.043,2.702,0.107,g
2459781.814,2022-07-21.3129642,bD,1.48,17.247,15.39,0.039,2.537,0.092,g
2459781.815,2022-07-21.3142296,bD,1.45,17.129,15.341,0.042,2.651,0.102,g
2459781.816,2022-07-21.3154818,bD,1.47,17.243,15.302,0.037,2.748,0.092,g
2459782.598,2022-07-22.0971630,bk,1.51,16.897,15.319,0.051,2.706,0.127,g
2459782.599,2022-07-22.0983945,bk,1.51,16.935,15.262,0.047,2.853,0.122,g
2459782.6,2022-07-22.0996457,bk,1.5,16.875,15.262,0.049,2.852,0.129,g
2459782.617,2022-07-22.1160170,bl,1.52,16.681,15.287,0.061,2.786,0.155,g
2459782.618,2022-07-22.1172556,bl,1.49,16.626,15.244,0.061,2.902,0.163,g
2459782.619,2022-07-22.1184870,bl,1.53,16.723,15.43,0.066,2.443,0.149,g
2459783.749,2022-07-23.2483039,bt,1.63,16.972,15.348,0.049,2.637,0.118,g
2459783.75,2022-07-23.2495386,bt,1.57,17.007,15.376,0.049,2.568,0.115,g
2459783.751,2022-07-23.2507932,bt,1.56,16.929,15.269,0.047,2.835,0.123,g
2459784.718,2022-07-24.2172689,bs,1.52,17.023,15.291,0.044,2.776,0.113,g
2459784.719,2022-07-24.2185118,bs,1.51,16.943,15.219,0.045,2.969,0.122,g
2459784.72,2022-07-24.2197605,bs,1.51,16.978,15.415,0.052,2.478,0.118,g
2459785.851,2022-07-25.3500582,bD,1.46,17.099,15.367,0.044,2.589,0.105,g
2459785.852,2022-07-25.3513234,bD,1.45,17.174,15.244,0.037,2.901,0.098,g
2459785.853,2022-07-25.3525819,bD,1.46,17.092,15.292,0.042,2.776,0.106,g
2459786.702,2022-07-26.2019024,bs,1.46,17.065,15.272,0.042,2.827,0.109,g
2459786.704,2022-07-26.2031410,bs,1.43,17.088,15.343,0.044,2.649,0.106,g
2459786.705,2022-07-26.2043840,bs,1.45,17.181,15.343,0.04,2.648,0.098,g
2459786.733,2022-07-26.2322796,bs,1.55,16.599,15.44,0.078,2.422,0.173,g
2459786.734,2022-07-26.2335189,bs,1.44,17.036,15.336,0.046,2.664,0.112,g
2459787.299,2022-07-26.7985343,bo,1.49,16.261,15.32,0.092,2.704,0.228,g
2459787.3,2022-07-26.7997741,bo,1.5,16.395,15.243,0.076,2.902,0.201,g
2459787.301,2022-07-26.8010172,bo,1.53,16.36,15.178,0.074,3.08,0.208,g
2459787.726,2022-07-27.2254871,bt,1.47,17.13,15.329,0.042,2.683,0.102,g
2459787.727,2022-07-27.2267312,bt,1.5,17.099,15.365,0.044,2.594,0.105,g
2459787.728,2022-07-27.2279623,bt,1.48,17.05,15.332,0.045,2.674,0.11,g
2459789.49,2022-07-28.9898056,bH,2.29,16.765,15.353,0.06,2.623,0.143,g
2459789.491,2022-07-28.9910853,bH,2.25,16.756,15.182,0.051,3.072,0.144,g
2459789.493,2022-07-28.9923637,bH,2.23,16.776,15.072,0.045,3.399,0.142,g
2459789.652,2022-07-29.1516917,bs,1.41,17.177,15.383,0.042,2.553,0.098,g
2459789.653,2022-07-29.1529299,bs,1.42,17.152,15.349,0.041,2.633,0.1,g
2459789.681,2022-07-29.1806038,bs,1.55,17.085,15.348,0.044,2.637,0.107,g
2459789.682,2022-07-29.1818527,bs,1.54,17.145,15.351,0.042,2.628,0.101,g
2459789.683,2022-07-29.1830979,bs,1.47,17.07,15.366,0.045,2.593,0.108,g
2459791.714,2022-07-31.2137497,bs,1.44,17.134,15.345,0.042,2.643,0.102,g
2459791.715,2022-07-31.2149891,bs,1.42,17.11,15.28,0.04,2.805,0.104,g
2459791.716,2022-07-31.2162238,bs,1.5,17.05,15.287,0.043,2.786,0.11,g
2459791.718,2022-07-31.2174826,bt,1.52,17.027,15.254,0.043,2.874,0.113,g
2459791.719,2022-07-31.2187222,bt,1.53,17.084,15.234,0.04,2.927,0.107,g
2459791.72,2022-07-31.2199592,bt,1.5,17.026,15.276,0.044,2.815,0.113,g
2459792.728,2022-08-01.2280664,bt,1.48,17.071,15.339,0.044,2.656,0.108,g
2459792.729,2022-08-01.2293091,bt,1.48,17.069,15.301,0.043,2.753,0.108,g
2459792.731,2022-08-01.2305568,bt,1.45,17.061,15.331,0.044,2.676,0.109,g
2459793.71,2022-08-02.2098685,bt,1.48,17.085,15.222,0.039,2.96,0.107,g
2459793.711,2022-08-02.2111123,bt,1.41,17.111,15.271,0.04,2.829,0.104,g
2459793.712,2022-08-02.2123354,bt,1.48,17,15.255,0.044,2.871,0.115,g
2459794.706,2022-08-03.2065178,bt,1.49,16.985,15.28,0.045,2.806,0.117,g
2459794.708,2022-08-03.2077572,bt,1.5,17.026,15.273,0.043,2.824,0.113,g
2459794.709,2022-08-03.2089791,bt,1.49,17.069,15.342,0.044,2.651,0.108,g
2459795.475,2022-08-03.9754465,bk,1.61,16.71,15.245,0.057,2.895,0.15,g
2459795.477,2022-08-03.9766824,bk,1.61,16.784,15.439,0.063,2.424,0.141,g
2459795.478,2022-08-03.9779090,bk,1.58,16.683,15.3,0.061,2.754,0.154,g
2459796.509,2022-08-05.0097226,bk,1.47,16.586,15.27,0.065,2.831,0.169,g
2459796.511,2022-08-05.0109642,bk,1.47,16.52,15.307,0.072,2.739,0.179,g
2459796.512,2022-08-05.0121942,bk,1.54,16.464,15.221,0.07,2.963,0.189,g
2459797.468,2022-08-05.9685487,bH,1.41,16.345,15.3,0.084,2.753,0.211,g
2459797.47,2022-08-05.9698486,bH,1.37,16.332,15.415,0.094,2.479,0.213,g
2459797.471,2022-08-05.9711447,bH,1.42,16.428,15.295,0.077,2.768,0.195,g
2459797.533,2022-08-06.0332949,bG,1.43,16.19,15.321,0.098,2.701,0.243,g
2459797.534,2022-08-06.0345840,bG,1.48,16.092,15.24,0.1,2.91,0.266,g
2459797.536,2022-08-06.0358795,bG,1.4,16.093,15.205,0.097,3.005,0.266,g
2459799.496,2022-08-07.9966712,bH,1.71,16.084,15.399,0.117,2.514,0.268,g
2459799.498,2022-08-07.9979534,bH,1.69,16.139,15.853,0.169,1.655,0.254,g
2459799.499,2022-08-07.9992572,bH,1.65,16.154,15.226,0.093,2.95,0.251,g
2459800.517,2022-08-09.0173797,bG,2.08,15.758,15.556,0.182,2.177,0.361,g
2459800.518,2022-08-09.0186746,bG,2.05,15.82,15.391,0.148,2.532,0.341,g
2459800.519,2022-08-09.0199631,bG,2.05,15.626,15.067,0.131,3.415,0.408,g
2459800.705,2022-08-09.2056174,bt,1.75,15.11,>15.110,99.99,1.82,0.656,g
2459800.706,2022-08-09.2068604,bt,1.55,15.124,15.01,0.197,3.6,0.649,g
2459800.708,2022-08-09.2081125,bt,1.59,15.404,>15.404,99.99,1.969,0.501,g
2459801.665,2022-08-10.1654910,bs,1.57,16.224,15.398,0.102,2.515,0.235,g
2459801.666,2022-08-10.1667422,bs,1.51,16.208,15.455,0.109,2.388,0.239,g
2459801.667,2022-08-10.1679712,bs,1.58,16.203,15.44,0.108,2.421,0.24,g
2459801.788,2022-08-10.2887699,bD,1.72,16.246,15.29,0.091,2.78,0.23,g
2459801.789,2022-08-10.2900362,bD,1.69,16.469,15.204,0.068,3.008,0.188,g
2459801.791,2022-08-10.2912909,bD,1.76,16.353,15.319,0.084,2.706,0.209,g
2459803.769,2022-08-12.2699591,bC,1.42,16.363,15.313,0.083,2.721,0.207,g
2459803.771,2022-08-12.2712256,bC,1.34,16.45,15.293,0.075,2.774,0.191,g
2459803.772,2022-08-12.2724791,bC,1.4,16.275,15.487,0.106,2.318,0.225,g
2459804.776,2022-08-13.2769835,bD,1.46,16.571,15.309,0.068,2.732,0.171,g
2459804.777,2022-08-13.2782466,bD,1.47,16.604,15.366,0.07,2.592,0.166,g
2459804.779,2022-08-13.2795011,bD,1.49,16.576,15.197,0.061,3.028,0.17,g
2459805.53,2022-08-14.0305228,bG,1.52,15.906,15.591,0.164,2.106,0.315,g
2459805.531,2022-08-14.0318123,bG,1.51,16.003,15.552,0.145,2.184,0.288,g
2459805.532,2022-08-14.0331111,bG,1.46,15.833,15.241,0.127,2.91,0.337,g
2459805.54,2022-08-14.0410056,bl,1.64,15.853,15.584,0.171,2.121,0.331,g
2459805.541,2022-08-14.0422518,bl,1.6,15.715,15.087,0.123,3.351,0.376,g
2459805.543,2022-08-14.0434806,bl,1.53,15.753,>15.753,99.99,1.741,0.363,g
2459806.672,2022-08-15.1730969,bs,1.48,16.549,15.385,0.075,2.548,0.175,g
2459806.673,2022-08-15.1743305,bs,1.49,16.553,15.321,0.07,2.7,0.174,g
2459806.675,2022-08-15.1755853,bs,1.46,16.492,15.266,0.071,2.84,0.184,g
2459807.759,2022-08-16.2598571,bD,1.78,17.109,15.323,0.042,2.696,0.104,g
2459807.76,2022-08-16.2611228,bD,1.74,17.137,15.285,0.04,2.794,0.102,g
2459807.761,2022-08-16.2623782,bD,1.56,17.168,15.301,0.039,2.75,0.099,g
2459808.492,2022-08-16.9929298,bk,1.48,16.937,15.324,0.049,2.696,0.122,g
2459808.493,2022-08-16.9941561,bk,1.48,16.909,15.247,0.047,2.891,0.125,g
2459808.494,2022-08-16.9953939,bk,1.49,16.909,15.321,0.051,2.7,0.125,g
2459810.499,2022-08-18.9996736,bk,1.44,16.931,15.363,0.052,2.599,0.123,g
2459810.5,2022-08-19.0009223,bk,1.46,16.846,15.354,0.055,2.62,0.133,g
2459810.501,2022-08-19.0021523,bk,1.48,16.863,15.312,0.052,2.725,0.131,g
2459811.506,2022-08-20.0075231,bk,1.43,16.697,15.296,0.06,2.765,0.152,g
2459811.508,2022-08-20.0087627,bk,1.45,16.734,15.395,0.064,2.524,0.147,g
2459811.509,2022-08-20.0100128,bk,1.44,16.621,15.241,0.061,2.908,0.163,g
2459811.757,2022-08-20.2577745,bD,1.62,17.143,15.29,0.04,2.781,0.101,g
2459811.758,2022-08-20.2590256,bD,1.59,17.149,15.343,0.041,2.647,0.1,g
2459811.759,2022-08-20.2602888,bD,1.57,17.153,15.336,0.041,2.663,0.1,g
2459813.74,2022-08-22.2410337,bC,1.75,16.981,15.324,0.047,2.695,0.117,g
2459813.741,2022-08-22.2423021,bC,1.81,17.018,15.314,0.045,2.721,0.113,g
2459813.742,2022-08-22.2435628,bC,1.83,17.124,15.3,0.041,2.756,0.103,g
2459817.236,2022-08-25.7373254,bo,1.57,16.472,15.354,0.078,2.619,0.187,g
2459817.237,2022-08-25.7385815,bo,1.59,16.391,15.161,0.07,3.131,0.202,g
2459817.238,2022-08-25.7398583,bo,1.56,16.513,15.325,0.073,2.692,0.18,g
2459817.79,2022-08-26.2916572,bD,1.6,17.119,15.318,0.042,2.709,0.103,g
2459818.647,2022-08-27.1482809,bs,1.48,17.124,15.304,0.041,2.745,0.103,g
2459818.648,2022-08-27.1495366,bs,1.46,17.099,15.324,0.043,2.696,0.105,g
2459818.649,2022-08-27.1507618,bs,1.42,17.041,15.228,0.041,2.943,0.111,g
2459819.246,2022-08-27.7473693,bp,1.58,16.61,15.369,0.07,2.586,0.165,g
2459819.247,2022-08-27.7486123,bp,1.56,16.598,15.43,0.075,2.442,0.167,g
2459819.248,2022-08-27.7498482,bp,1.58,16.559,15.294,0.068,2.772,0.173,g
2459820.471,2022-08-28.9726488,bG,1.52,15.748,15.411,0.161,2.487,0.365,g
2459820.472,2022-08-28.9739357,bG,1.51,16.206,15.327,0.098,2.686,0.239,g
2459820.473,2022-08-28.9752225,bG,1.5,16.323,15.285,0.084,2.791,0.215,g
2459820.656,2022-08-29.1575444,bt,1.46,16.966,15.279,0.046,2.808,0.119,g
2459820.657,2022-08-29.1587938,bt,1.48,17.12,15.298,0.041,2.76,0.104,g
2459820.658,2022-08-29.1600266,bt,1.47,17.005,15.244,0.043,2.899,0.115,g
2459822.491,2022-08-30.9933460,bH,1.48,16.691,15.335,0.063,2.668,0.153,g
2459822.493,2022-08-30.9946456,bH,1.47,16.751,15.377,0.062,2.564,0.145,g
2459822.494,2022-08-30.9959385,bH,1.44,16.589,15.428,0.075,2.448,0.168,g
2459823.472,2022-08-31.9740473,bG,1.54,15.819,15.295,0.135,2.767,0.342,g
2459823.473,2022-08-31.9753324,bG,1.5,15.905,15.502,0.151,2.286,0.316,g
2459823.475,2022-08-31.9766127,bG,1.53,16.016,15.379,0.122,2.559,0.285,g
2459824.48,2022-09-01.9816365,bl,2.03,16.124,15.362,0.109,2.601,0.258,g
2459824.481,2022-09-01.9828759,bl,2,16.249,15.416,0.102,2.475,0.23,g
2459824.482,2022-09-01.9841269,bl,1.83,16.252,15.412,0.101,2.485,0.229,g
2459826.473,2022-09-03.9748225,bl,2.1,15.513,15.28,0.177,2.806,0.453,g
2459826.474,2022-09-03.9760607,bl,2.1,15.642,15.215,0.148,2.98,0.402,g
2459826.475,2022-09-03.9773133,bl,2.08,15.647,15.097,0.132,3.32,0.401,g
2459828.593,2022-09-06.0950480,bs,2.25,16.398,15.33,0.082,2.679,0.201,g
